symbol,window,timestamp,price
BUSD,calm,1677988901,1.0008131800525781
BUSD,calm,1677992574,1.001
BUSD,calm,1677996099,1.0013250506086866
BUSD,calm,1677999677,1.0008548189171802
BUSD,calm,1678003315,1.0004313237555311
BUSD,calm,1678006881,0.9997975507900035
BUSD,calm,1678010474,1.0005511819321367
BUSD,calm,1678014100,1.0013465732850786
BUSD,calm,1678017479,1.002
BUSD,calm,1678021204,1.0014091688461266
BUSD,calm,1678024886,1.0015100564022508
BUSD,calm,1678028445,1.0007176332889551
BUSD,calm,1678032113,1.0002371056082802
BUSD,calm,1678035612,1.0001554201290341
BUSD,calm,1678039068,1.0
BUSD,calm,1678042973,1.001
BUSD,calm,1678046271,1.001
BUSD,calm,1678049875,1.001
BUSD,calm,1678053687,1.0005505417372722
BUSD,calm,1678057285,1.0010151777110843
BUSD,calm,1678060886,1.0006429249350735
BUSD,calm,1678064453,1.000985380585135
BUSD,calm,1678068069,1.0009221825254258
BUSD,calm,1678071654,1.0011945732075134
BUSD,calm,1678075246,1.0008149012398166
BUSD,calm,1678078885,1.0006419281176218
BUSD,calm,1678082404,1.0006695076766141
BUSD,calm,1678086020,0.9997816614361736
BUSD,calm,1678089696,0.9999862561223974
BUSD,calm,1678093292,1.0011956040503522
BUSD,calm,1678096679,1.0
BUSD,calm,1678100519,1.0003690995254761
BUSD,calm,1678104025,1.0004483734158385
BUSD,calm,1678107701,1.0007500100861577
BUSD,calm,1678111195,1.001083778709196
BUSD,calm,1678114672,1.001
BUSD,calm,1678118481,0.9999582638376473
BUSD,calm,1678122059,0.9999767986138735
BUSD,calm,1678125668,1.0000786362104161
BUSD,calm,1678129075,1.0
BUSD,calm,1678132974,1.001
BUSD,calm,1678136475,0.9993465671082195
BUSD,calm,1678140066,1.0007794446821778
BUSD,calm,1678143476,1.001
BUSD,calm,1678147216,1.0003370041995547
BUSD,calm,1678150807,1.0036821056606506
BUSD,calm,1678154280,1.0
BUSD,calm,1678158013,1.0014508072309944
BUSD,calm,1678161477,1.001
BUSD,calm,1678165078,1.001
BUSD,calm,1678168820,0.999848895235718
BUSD,calm,1678172260,1.001
BUSD,calm,1678176090,1.0006039149706782
BUSD,calm,1678179479,1.001
BUSD,calm,1678183221,1.0005616980613807
BUSD,calm,1678186677,1.001
BUSD,calm,1678190437,1.0007885447549412
BUSD,calm,1678194164,1.0
BUSD,calm,1678197623,1.0011065198124343
BUSD,calm,1678201196,1.0013345946201124
BUSD,calm,1678204671,1.001
BUSD,calm,1678208396,0.9991875519678718
BUSD,calm,1678212084,1.0007642900897418
BUSD,calm,1678215479,1.001
BUSD,calm,1678219277,1.0025078802675782
BUSD,calm,1678222806,0.9999955608803862
BUSD,calm,1678226403,1.0018108043163094
BUSD,calm,1678230054,1.0008126136803395
BUSD,crisis,1678233470,1.001
BUSD,crisis,1678237077,1.002
BUSD,crisis,1678240818,1.0000736689949647
BUSD,crisis,1678244270,0.999858
BUSD,crisis,1678248044,1.000905282943976
BUSD,crisis,1678251613,1.000416560748655
BUSD,crisis,1678255237,0.9994414347907293
BUSD,crisis,1678258670,0.999014
BUSD,crisis,1678262277,1.001
BUSD,crisis,1678266051,0.999973281799955
BUSD,crisis,1678269477,1.001
BUSD,crisis,1678273379,1.001
BUSD,crisis,1678276818,1.0002323692339228
BUSD,crisis,1678280277,1.0
BUSD,crisis,1678284028,0.9993066413753602
BUSD,crisis,1678287691,1.0000576182015333
BUSD,crisis,1678291230,1.0004509190523008
BUSD,crisis,1678294676,1.002
BUSD,crisis,1678298448,1.001300692755447
BUSD,crisis,1678302036,1.001002777961587
BUSD,crisis,1678305657,1.0000172627113615
BUSD,crisis,1678309076,1.001
BUSD,crisis,1678312843,1.0003743532661125
BUSD,crisis,1678316274,1.003
BUSD,crisis,1678320174,1.002
BUSD,crisis,1678323632,0.9994598618912565
BUSD,crisis,1678327260,1.0004150356270747
BUSD,crisis,1678330838,1.0007207534349718
BUSD,crisis,1678334439,0.9994574372293208
BUSD,crisis,1678338060,1.0005785692658855
BUSD,crisis,1678341716,1.0004817989711587
BUSD,crisis,1678345075,1.0
BUSD,crisis,1678348668,1.0
BUSD,crisis,1678352486,1.0004798117693243
BUSD,crisis,1678356019,1.00041744894247
BUSD,crisis,1678359642,1.0004115769395703
BUSD,crisis,1678363207,1.0014045043141502
BUSD,crisis,1678366828,1.0005173233329283
BUSD,crisis,1678370271,1.001
BUSD,crisis,1678374037,1.0017074846978677
BUSD,crisis,1678377597,0.9987453848250423
BUSD,crisis,1678381248,0.9954606126461228
BUSD,crisis,1678384861,1.0004971195837071
BUSD,crisis,1678388277,0.995066
BUSD,crisis,1678392126,1.0029863041469618
BUSD,crisis,1678395605,0.9964407659217289
BUSD,crisis,1678399223,0.9980564155923851
BUSD,crisis,1678402884,0.9998528871680815
